id,marca,modelo,versao,descricao,tipo,categoria,segmento,ano_fabricacao,ano_modelo,portas,preco,dt_cadastro
493397,Toyota,Corolla,Corolla Sedan XLi 1.8 16V (aut),"A Procura de Seminovo? De Qualidade Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 9441",USADOS,AUTOMOVEL,\0,2008,2008,4,32900,2021-07-21 12:44:20
493396,Chevrolet,Tracker,Tracker Premier 1.4 16V Ecotec (Flex) (Aut),"A Procura de Seminovo?  De Qualidade  Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via  WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 9441",SEMINOVOS,AUTOMOVEL,\0,2018,2018,4,92900,2021-07-21 12:44:18
493395,Chevrolet,Onix,Onix 1.4 LT SPE/4,"A Procura de Seminovo? De Qualidade Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 9441",USADOS,AUTOMOVEL,\0,2015,2015,4,44900,2021-07-21 12:44:17
493394,Renault,Logan,Logan Authentique 1.0 12V SCe (Flex),"A Procura de Seminovo?  De Qualidade  Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via  WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 9441",USADOS,AUTOMOVEL,\0,2017,2017,4,45900,2021-07-21 12:44:15
493393,Volkswagen,Gol,Gol 1.0 MI,"A Procura de Seminovo? De Qualidade Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 9441",USADOS,AUTOMOVEL,\0,2003,2003,2,13900,2021-07-21 12:44:14
493392,Renault,Megane sedan,Mégane Sedan Expression 1.6 16V (flex),"A Procura de Seminovo?  De Qualidade  Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via  WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 9441 .",USADOS,AUTOMOVEL,\0,2008,2008,4,23900,2021-07-21 12:44:12
493391,Volkswagen,Tiguan,Tiguan 2.0 TSI 4WD,"A Procura de Seminovo?  De Qualidade  Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via  WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 9441 .",USADOS,AUTOMOVEL,\0,2015,2015,5,85900,2021-07-21 12:44:11
493390,Toyota,RAV4,RAV4 4x2 2.0 16V (aut),"A Procura de Seminovo?  De Qualidade  Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via  WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 9441",USADOS,AUTOMOVEL,\0,2013,2013,4,74900,2021-07-21 12:44:09
493389,Chevrolet,Onix,Onix Plus 1.0 Turbo Premier (Aut),"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2020,2020,4,82900,2021-07-21 12:44:07
493388,Toyota,Corolla,Corolla 2.0 Altis Premium Dynamic Force,"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2021,2021,4,149990,2021-07-21 12:44:06
493387,Fiat,Strada,Strada 1.4 CD Freedom,"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2021,2021,2,83990,2021-07-21 12:44:05
493386,Volkswagen,Virtus,Virtus 1.0 200 TSI Highline (Aut),"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES

(11) 27054513
Av. Professor Luíz Ignácio Anhaia Mello 9121",NOVOS,AUTOMOVEL,\0,2021,2021,4,95990,2021-07-21 12:44:03
493385,Chevrolet,S10,S10 2.8 High Country CD Diesel 4WD (Aut),"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2021,2021,4,230990,2021-07-21 12:44:01
493384,Volkswagen,T-Cross,T-Cross 1.0 200 TSI,"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2021,2021,4,99990,2021-07-21 12:44:00
493383,Hyundai,HB20,HB20 1.0 Sense,\0,NOVOS,AUTOMOVEL,\0,2021,2022,4,55990,2021-07-21 12:43:58
493382,Jeep,Compass,Compass 2.0 Sport (Aut),"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2021,2021,4,99990,2021-07-21 12:43:57
493381,Chevrolet,S10,S10 LTZ 2.8 diesel (Cab Dupla) 4x4 (Aut),"A Procura de Seminovo?  De Qualidade  Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via  WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 9441",USADOS,AUTOMOVEL,\0,2013,2013,4,114900,2021-07-21 12:43:56
493380,Hyundai,Tucson,Tucson GL 2.0 16V,"A Procura de Seminovo?  De Qualidade  Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via  WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 9441",USADOS,AUTOMOVEL,\0,2009,2009,4,34900,2021-07-21 12:43:55
493379,Volkswagen,Fox,Fox 1.6 MSI Rock in Rio (Flex),"A Procura de Seminovo?  De Qualidade  Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via  WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 9441.",USADOS,AUTOMOVEL,\0,2016,2016,4,42900,2021-07-21 12:43:53
493378,Chevrolet,Zafira,Zafira Elite 2.0 (Flex),"A Procura de Seminovo?  De Qualidade  Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via  WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 9441 .",USADOS,AUTOMOVEL,\0,2008,2008,4,32900,2021-07-21 12:43:51
493377,Volkswagen,Fox,Fox 1.6 MSI Rock in Rio (Flex),"A Procura de Seminovo?  De Qualidade  Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via  WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 9441",USADOS,AUTOMOVEL,\0,2016,2016,4,42900,2021-07-21 12:43:48
493376,Volkswagen,Nivus,1.0 200 TSI Comfortline,"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES (11) 27054513 Av. Professor Luíz Ignácio Anhaia Mello 9121",NOVOS,AUTOMOVEL,\0,2021,2021,4,93990,2021-07-21 12:43:46
493375,Chevrolet,Onix,Onix 1.0 Turbo Premier (Aut),"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2021,2021,5,72900,2021-07-21 12:43:45
493374,Nissan,Frontier,Frontier 2.3 CD LE 4x4 (Aut),"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2020,2021,4,210000,2021-07-21 12:43:43
493373,Chevrolet,Equinox,Equinox 2.0 Premier AWD,"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2020,2020,5,189999,2021-07-21 12:43:41
493372,Chevrolet,Equinox,Equinox 1.5 Premier AWD,"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2021,2021,5,150990,2021-07-21 12:43:39
493371,Honda,HR-V,HR-V 1.8 LX CVT,"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2020,2020,5,98990,2021-07-21 12:43:38
493370,Fiat,Toro,Freedom 1.8 16V Flex Aut.,"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2020,2021,4,102990,2021-07-21 12:43:36
493369,Chevrolet,Equinox,Equinox 2.0 Premier AWD,"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",SEMINOVOS,AUTOMOVEL,\0,2019,2019,5,175990,2021-07-21 12:43:36
493368,Renault,Captur,Captur 1.6 Intense CVT,"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2021,2021,4,105999,2021-07-21 12:43:34
493367,Honda,Civic,Civic 2.0 Sport CVT,"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2020,2020,4,103990,2021-07-21 12:43:33
493366,Hyundai,HB20,HB20 1.0 Sense,"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2021,2021,4,55990,2021-07-21 12:43:31
493365,Chevrolet,Onix,Onix 1.0 Turbo Premier (Aut),"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2021,2021,4,79900,2021-07-21 12:43:30
493364,Renault,Kwid,Kwid 1.0 Intense,"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2020,2020,4,46990,2021-07-21 12:43:29
493363,Peugeot,208,208 1.6 Active (Aut),"Empresa consolidada no mercado de Veículos a mais de 10 anos no seguimento de 0 km multimarcas com garantia do fábrica . Financiamos com ou sem entrada em até 60x aprovamos seu financiamento por telefone. Supervalorização do seu usado. Obs. (Valores de frete, impostos, custos operacionais e pintura metálica não inclusos no valor, reservamos o direito de corrigir possíveis erros de digitação, valores sujeito à alteração sem prévio aviso).POR FAVOR CONSULTE UM DE NOSSOS VENDEDORES SOBRE OS VALORES",NOVOS,AUTOMOVEL,\0,2021,2021,4,87300,2021-07-21 12:43:27
493362,Volkswagen,Fox,Fox 1.6 MSI Connect (Flex),"A Procura de Seminovo? De Qualidade Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 7861",SEMINOVOS,AUTOMOVEL,\0,2019,2019,4,57900,2021-07-21 12:43:25
493361,Honda,Civic,Civic Sedan EX 1.7 16V (Aut),"A Procura de Seminovo?  De Qualidade  Aqui na Via Motors você Encontra, Veiculos Periciados de Procedência, Temos uma Equipe de Atendimento On-line Pronta para Te Atender, Tire todas suas Dúvidas de Forma Rápida e Descomplicada, Através do Nosso Deste Anuncio é só Completar os Dados e Enviar sua Proposta que Entraremos em Contato Via  WhatsApp, Ou se Preferir, Faça uma Visita Nosso Endereço Av : Professor Luiz Ignacio de Anhaia Mello nº 9121 e 9441",USADOS,AUTOMOVEL,\0,2004,2004,4,24900,2021-07-21 12:43:23
493360,Volkswagen,Voyage,Voyage Comfortline 1.6 (Flex),Nenhuma Batida.  IPVA Pago.  Licenciado.  Revisões Realizadas.  Vários Opcionais.  Veículo de Não-Fumante.  Pneus Novos.,USADOS,AUTOMOVEL,\0,2011,2012,4,31990,2021-07-21 12:35:46
493359,Toyota,Hilux SW4,SW4 2.8 TDI SRX 5L 4x4 (Aut),,SEMINOVOS,AUTOMOVEL,SUV,2019,2019,4,304900,2021-07-21 12:08:22
493357,Mercedes-Benz,Classe CLK Cabrio,CLK 320 Cabriolet Elegance 3.2 V 6,,SEMINOVOS,AUTOMOVEL,SEDAN,1999,1999,2,119900,2021-07-21 11:48:18
493356,Hyundai,Tucson,Tucson GLS 2.0 16V (aut),"R$ 38.900,00 FINANCIADOS EM ATE 60x SEM CONSULTA SPC/SERASA (+) MAIS R$ 5.000,00 DE ENTRADA PARCELADOS EM ATE 18x NO CARTÃO. TOTAL A VISTA R$ 43.900,00. #ACEITAMOS O SEU USADO NA TROCA COM A MELHOR AVALIAÇÃO DO MERCADO, COM PRÉ AVALIAÇÃO VIA WHATSAPP#TROCA COM TROCO#CONDIÇÕES ESPECIAIS PARA MOTORISTAS DE APLICATIVOS E APOSENTADOS. #APROVAMOS O CREDITO PELO TELEFONE/WHATS 11 23746151 #FALE AGORA COM UM DE NOSSO CONSULTORES#.Endereço: END. ESTRADA DAS LAGRIMAS, 80 - Rudge Ramos - São Bernardo do Campo. Auto Shopping imigrantes",USADOS,AUTOMOVEL,\0,2011,2012,4,38900,2021-07-21 12:11:46
493355,Volkswagen,Jetta,Jetta 2.0 Comfortline Tiptronic (Flex),"R$ 59.990,00 FINANCIADOS EM ATE 60x SEM CONSULTA SPC/SERASA (+) MAIS R$ 10.000,00 DE ENTRADA PARCELADOS EM ATE 12x NO CARTÃO. TOTAL A VISTA R$ 69.990,00. #ACEITAMOS O SEU USADO NA TROCA COM A MELHOR AVALIAÇÃO DO MERCADO, COM PRÉ AVALIAÇÃO VIA WHATSAPP#TROCA COM TROCO#CONDIÇÕES ESPECIAIS PARA MOTORISTAS DE APLICATIVOS E APOSENTADOS. #APROVAMOS O CREDITO PELO TELEFONE/WHATS 11 23746151 #FALE AGORA COM UM DE NOSSO CONSULTORES#.Endereço: END. ESTRADA DAS LAGRIMAS, 77 - Rudge Ramos - São Bernardo do Campo. Auto Shopping imigrantes",USADOS,AUTOMOVEL,\0,2012,2013,4,59900,2021-07-21 11:58:05
493311,Honda,CB 300R,Cb 300R (ABS),Motocicleta revisada e com garantia. Obs: Sujeito a estoque!,USADOS,MOTO,NAKED,2010,2010,,9990,2021-07-21 01:05:59
493310,Honda,Elite 125,Elite 125,Motocicleta revisada e com garantia. Obs: Sujeito a estoque!,SEMINOVOS,MOTO,SCOOTER,2019,2019,,10890,2021-07-21 00:49:52
493308,Honda,PCX 150,Pcx 150 DLX,Motocicleta revisada e com garantia. Obs: Sujeito a estoque!,SEMINOVOS,MOTO,SCOOTER,2018,2018,,13690,2021-07-21 00:29:01
493301,Fiat,Argo,Drive 1.3 Firefly GSR (Flex),"VEÍCULO COM GARANTIA DE PROCEDÊNCIA EM ÓTIMO ESTADO DE CONSERVAÇÃO. ACEITAMOS SEU VEÍCULO NA TROCA, CARTA DE CRÉDITO, FINANCIAMENTO SEM ENTRADA SUJEITO À APROVAÇÃO DE CRÉDITO. VENHA NOS VISITAR! NEGOCIAÇÃO COM VEÍCULO NA TROCA FAVOR CONSIDERAR O VALOR DE R$ 58.900,00. MAIORES INFORMAÇÕES ATRAVÉS DO CONTATO (31) 2534-9090 / (31) 99549-5921 / (31) 99745-2894 / (31) 99798-3383 / WWW.SAITAMA.COM.BR HONDA SAITAMA: AV. BABITA CAMARGOS, 1.405 - CIDADE INDUSTRIAL - CONTAGEM/MG - CEP 32210-180

",SEMINOVOS,AUTOMOVEL,HATCH,2017,2018,4,57900,2021-07-21 00:02:20
493298,Honda,HR-V,HR-V EX CVT 1.8 I-VTEC FlexOne,"GARANTIA DE MOTOR E CÂMBIO 

Financiamos por todos os bancos, aceitamos a sua carta de crédito e todos os cartões de crédito 

Maiores informações 

(82) 3539-7331 (82) 9.9365-3176 

Instagram - @novauto_  

Rod. AL 110, 197A, Canafistula - Arapiraca/AL (em frente ao posto Divan e ao lado da Renault)",USADOS,AUTOMOVEL,\0,2016,2016,5,77990,2021-07-21 00:14:21
493292,Honda,Civic,Civic EX 2.0 i-VTEC CVT,"*TODOS OS NOSSOS CARROS SÃO PERICIADOS, PARA MAIS INFORMAÇÕES ENTREM EM CONTATO CONOSCO TEREMOS O MAIOR PRAZER EM ATENDE-LOS. NOS RESERVAMOS NO DIREITO DE POSSÍVEIS ALTERAÇÕES NO ANUNCIO POR ERRO DE DIGITAÇÃO (VENDEDOR ANGELO)",USADOS,AUTOMOVEL,\0,2017,2017,0,99990,2021-07-20 22:18:23
493291,Honda,HR-V,HR-V EXL CVT 1.8 I-VTEC FlexOne,"*TODOS OS NOSSOS CARROS SÃO PERICIADOS, PARA MAIS INFORMAÇÕES ENTREM EM CONTATO CONOSCO TEREMOS O MAIOR PRAZER EM ATENDE-LOS. NOS RESERVAMOS NO DIREITO DE POSSÍVEIS ALTERAÇÕES NO ANUNCIO POR ERRO DE DIGITAÇÃO (VENDEDOR ANGELO)",USADOS,AUTOMOVEL,\0,2015,2016,0,91990,2021-07-20 22:18:20
493290,Ford,Ka,Ka 1.5 SE (Flex),"*TODOS OS NOSSOS CARROS SÃO PERICIADOS, PARA MAIS INFORMAÇÕES ENTREM EM CONTATO CONOSCO TEREMOS O MAIOR PRAZER EM ATENDE-LOS. NOS RESERVAMOS NO DIREITO DE POSSÍVEIS ALTERAÇÕES NO ANUNCIO POR ERRO DE DIGITAÇÃO (VENDEDOR ANGELO)",SEMINOVOS,AUTOMOVEL,\0,2017,2018,0,48990,2021-07-20 22:18:17
493289,Jeep,Compass,Compass 2.0 Longitude (Aut) (Flex),\0,SEMINOVOS,AUTOMOVEL,\0,2017,2018,0,112990,2021-07-20 22:18:16
